Identificador|periodo|DIAS1|DIAS2|DIAS3|DIAS4|DIAS5|DIAS6|DIAS0|Numero_Producto|GENERO|Saldo_Mora1|Cupo|Saldo_Mora2|Saldo1|Saldo_Mora3|Saldo2|Saldo_Mora4|Saldo3|Saldo_Mora5|Saldo4|Saldo_Mora6|Saldo5|Saldo6
92966480440|201809|17|0|0|0|0|NA|14|1|F|0|49854966.63|0|49379255.25|0|48897485.47|0|48409580.62|0|47915462.37|0|47415051.46|46908267.45
92966452129|201709|0|0|0|0|0|0|0|1|M|0|0|0|0|0|0|0|0|0|0|0|0|0
92966474818|201712|0|0|0|0|0|0|0|1|F|||||||||||||
92967489261|201709|0|0|0|0|0|0|0|2|F|||||||0|0|0|0|0|0|0
92966459183|201803|0|0|0|0|0|0|0|1||||||||0|0|0|0|15229|5071111|3156895
92967470606|201806|0|0|0|0|0|0|0|1|M|44698|2034451,46|4249|1872303,64|35528|1339432,64|29823|1326778,27|30618|1398414,55|30735|1391237,44|1380049,29
92966444059|201709|0|0|0|0|0|0|0|2|M|0|0|0|0|0|21002|21782|42261|0|20999|0|0|0
92966497276|201803|41|72|40|72|42|70|8|3|F|0|116642093|0|116147181,1|0|115648683,5|1165919,97|116312495,2|0|114640829,5|1167605,86|115299025,8|113760272,4
92966444903|201709|0|20|48|82|110|138|0|1|M|684297,82|24681847,44|0|23633908,93|0|23203546,06|0|22792614,41|0|22377079,97|0|21956892,32|21531998,06
92967439835|201806|0|0|0|0|0|0|0|1|M|||||||0|15000000|0|15121998,71|0|14940429,61|14756937,26
92967397948|201712|0|0|0|0|0|0|0|1||112743|5069166,99|109973|4826155,34|102220|4933496,8|3622|4940517,34|113561|5124736,34|113168|5127184,34|5123383,7
92967446971|201709|0|0|0|0|0|0|0|1||22081|1246861|51267|1465059|46424|1685345|10800|810662|33531|1037993|53477|2220049,61|2039152,36
92966477474|201803|0|0|0|0|0|0|0|1|F|33238|3148091,86|100455|3215308,86|31659|2979573,51|30720|2891043,14|33669|2810324,33|28918|2711270,46|2769140,46
92966498187|201709|0|0|9|0|0|0|10|1|F|8493|397338,99|22865,7|399397,59|8867|372188,59|21603,43|372658,59|8419|345418,59|23293|1356773,09|1381765,59
92966449164|201803|0|0|0|0|0|0|0|1||||||||0|0|0|0|0|0|0
92966456065|201806|13|0|0|0|0|9|0|1||0|0|0|0|1728|751228|17110|625802|15529|433017,08|37697,22|241100,08|2045,08
92966473346|201809|26|25|23|57|0|NA|23|1|F|0|132884490.14|0|132581819.82|0|132276345.17|0|131968041.54|0|131309811.98|0|131342841.26|132355512.9
92966475762|201803|45|76|105|137|168|196|12|4|F|2981108|2981108|2969932|2969932|33839|33839|||||||3128
92966454289|201806|13|0|9|42|72|100|10|1||13599|678398|13076|651474|13695|623910|11831|595341|52768|607287|10668|536504|547206
92966469072|201709|0|0|0|0|0|0|0|1|F|0|23216881,18|0|22682378,53|0|22896258,87|0|22732986,69|0|22567706,77|0|22023357,13|22231023,32
92966526058|201803|88|119|148|180|211|239|55|2|M|0|0|0|0|0|0|0|0|0|0|0|0|0
92966481285|201712|0|0|0|0|0|0|0|1|F|9183|16107704,87|0|15631656,81|0|15159151,87|9183|14690122,08|9183|14206133,31|0|13707114,15|13220543,88
92967396829|201712|0|0|0|0|0|0|0|1||||||0|0|0|0|0|0|0|0|0
92966469061|201709|12|42|0|0|0|0|0|1|F|||||||||41650|44958957,56|0|44554458,08|44187204,81
92966451437|201809|0|0|0|0|0|NA|0|3||123105|8471814.43|122562|7917115.41|122212|8471060.03|145946|8201100.63|127540|8477068.66|116882|8109613.95|8448019.3
92966453625|201803|0|0|0|0|0|0|0|1|M|||||||||||||4314698
92966446223|201803|NA|NA|NA|NA|NA|NA|0|1|M|0|1,01|0|1,01|0|1,01|0|1,01|0|1,01|0|1,01|1,01
92966511991|201712|0|0|0|0|0|0|0|1|M|||||||||||||
92966468234|201806|0|NA|NA|NA|NA|NA|1|1|F|0|15165595,89|0|14674993,81|0|14177754,29|0|13673787,54|0|13163002,54|0|12645307,05|12120607,57
92966463848|201712|4|1|1|3|4|0|1|2|F|699234,21|77402497,47|1402532,35|77829729,33|700267,6|76849303,33|0|75868762,35|701624,55|76287986,37|702001,02|76003818,15|75717908,94
92966445051|201803|0|0|0|0|0|0|0|1||86585|4133351,82|89731|4034143,37|90546|3937399,84|88907|4132314,24|93058|4028230,88|93092|4137942,75|4016115,52
92967383841|201806|0|0|0|0|0|0|0|1||||||||||0|10934533,04|0|10822714,39|10709165,34
92966445202|201803|70|101|130|162|193|221|37|1|M|147925|5569827,12|848775,83|5694432,12|1462248,05|5829220,12|2174962,82|5962603,12|84949|5536127,12|210775|5161953,12|4953999,12
92967390045|201712|0|0|0|0|0|0|0|1|M|||||||||||||
92966512303|201803|41|72|101|133|164|192|8|1|M|674007,23|4495843,76|91024|3894202,76|82979|3474181,76|85205|3268762,9|88711,86|3429875,76|68730|2868063,76|6745936,08
92966512242|201803|0|0|0|0|0|0|0|1|M|0|43322848,76|0|42651726,58|0|41974488,48|62000|41353080,04|0|40601444,81|0|39905525,35|39203265,21
92966449204|201712|0|0|0|12|0|10|0|2|M|36991|1497439,53|30982|1508236,53|605015,46|1550640,57|3537|1496260,2|36143|1023476,91|50760,04|1020361,89|974082,78
92966494209|201806|0|0|0|0|NA|NA|0|1|F|0|40318763,67|0|39954255,41|0|39585604,61|0|39212757,03|0|38835664,88|0|38454279,85|38068553,08
92966445828|201803|0|0|0|0|0|0|0|1|M|0|9419566,33|0|9340307,36|0|9260004,86|0|9178644,7|0|9096212,75|0|9012694,88|8928077,97
92966518139|201809|75|105|133|167|195|NA|42|11||76505|3177276.92|67190|3000746.92|60811|2799837.92|74509|3827626.92|83335|3648016.92|69573|3390464.92|2508080.92
92966450283|201803|12|0|0|0|0|0|0|1|M|0|0|0|2290234|0|0|32497|4133355|0|0|0|423863|428731
92966461155|201709|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966447740|201709|0|0|0|0|0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0|0
92966438735|201806|6|0|0|0|0|0|7|1||16288|1170256|14678|1181815|14590|1179897|11300|1165041|26427|1188071|21977|1197011|1221517
92966478581|201809|0|0|0|0|0|NA|0|2|F|26377|18005415.52|26261|17790647.65|26176|17573608.28|26093|17354237.72|26004|17132501.71|26026|16908493.01|16681964.35
92966457646|201803|0|0|0|0|0|0|0|1|F|96822|4076653,75|92908|3894681,21|94819|4076130,78|95128|3909239,22|96086|4091326,57|99218|4091721,13|4076508,17
92966512699|201709|0|0|0|0|0|0|0|1||||||0|10116290,56|0|9791730,67|0|9685220,9|0|9577095,56|9467330,14
92966452094|201709|0|0|0|0|0|0|0|1|M|||||||||0|8500000|0|8584762,21|8400576,32
92966519945|201809|0|0|0|0|0|NA|0|1|M|||||0|40000000|0|40345733.44|724158.33|40383699.82|724158.33|40145806.35|39905230.9
92966438501|201809|54|84|112|146|0|NA|21|1|M|326182|11000267.53|76162|9690869.53|270645|9406895.53|568588.44|9266953|70759|8118301.98|45793|7729787.98|7921740.98
92966475577|201709|0|0|0|0|23|0|0|1|F|||||||||||||
92966461674|201803|0|0|0|0|0|0|0|1|F|0|97896902,59|0|97458091,13|0|97016151,18|0|96571060,73|0|96122796,66|0|95671336,18|95216657,51
92966529741|201803|0|0|0|0|0|0|0|1|M|||||||||0|5000000|0|5046962,97|4935731,87
92966458643|201709|8|7|5|39|36|64|6|3|F|767082,93|47917565,8|1286500,79|48173317,39|0|46619630,63|644927,32|46993805,55|764535,45|46839046,45|1710827,58|47507309,37|46270415,46
92966449859|201806|46|77|NA|30|60|88|14|5|M|||2733,48|2733,48|7504,21|7504,21|||17047,71|17047,71|||
92966480665|201709|NA|NA|NA|NA|NA|NA|0|1|F|0|299377639,4|0|299062279|0|298743737,5|0|298421988,1|0|298096982,8|0|297768704,4|297437114,6
92966486671|201712|58|0|0|26|57|86|24|1|F|||||||||12340|5612340|178264|8678264|8741221
92966442341|201712|0|0|0|0|0|0|0|1||0|18821033,88|0|18657326,05|0|18567264,6|427889,45|18973251,01|0|18450253,32|0|18317916,88|18151886,36
92966476871|201709|NA|NA|NA|NA|NA|NA|0|1|F|2,21|48319247,06|0|47847323,2|1|47369961,09|1,71|46887094,58|2,63|46398660,22|1063428,12|46968018,17|45404827,73
92966471805|201809|0|0|0|14|0|NA|0|1|F|27222|926460.36|26545|1124657.41|29129|1045352.36|21541|1088243.36|23767|981383.88|21533|852872.88|949522.88
92966450939|201806|0|4|32|34|64|92|0|3|M|1213921,41|91170913,57|2439337,47|92219042,48|3767567,95|93410633,74|1222113,91|90667358,24|2441943,31|91704105,25|3763381,14|92883281,69|91371399,6
92966463166|201712|0|0|0|0|0|0|9|1|F|56973,32|56973,32|0|0|58162,32|58162,32|35998|2024667,32|46515|1977526,96|47768|1917674,32|1841162,32
92966518203|201709|0|0|0|0|0|0|0|1|M|||0|0|0|0|0|0|0|0|0|0|0
92966489483|201803|7|0|6|8|39|36|0|1|F|||||||||||||
92966497258|201803|0|0|0|0|0|0|0|1|F|19381|924347,96|20369|1095522,96|11886|1067571,96|11370|1034169,96|12481|1004023,96|10699|966497,96|931307,79
92966456195|201806|0|NA|NA|NA|NA|NA|28|1|M|||||||||||||
92966504445|201809|0|0|0|0|0|NA|0|1||||||0|8034233.24|0|7953609.77|0|7871692.93|0|7788461.59|7671069.31
92966486362|201803|0|0|0|0|0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0|0
92966529801|201709|104|134|NA|NA|NA|NA|72|5|M|571273|24831557,31|82932,21|25541857,52|661023|22050836,52|518331|25446056,82|598730|24352794,52|2703485,04|25322407,52|22077615,89
92966447942|201712|102|130|158|191|222|251|68|1|M|1170432,84|40167577,2|568944,32|38958018,61|1169295,84|38941724,95|1362922,09|38510009,33|1170785,52|37683712,62|1170625,13|37040448,25|36388093,9
92966471801|201712|0|0|0|0|0|0|0|2|F|24897|1220593|28899|1224595|25194|1137749,53|25285|1016633,92|21693|875728,55|18961|746088,8|589058,32
92966511914|201712|0|0|0|0|0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0|0
92966527588|201809|118|148|176|210|238|NA|85|5||117038|3329710.98|40025|3075245.92|110553|3145773.92|103710|3033019.92|114257|5957455.92|56036|5634724.12|5762803.12
92966498232|201809|96|126|154|188|NA|NA|63|3|F|0|50088614.44|0|49703298.46|1099573.37|50412437.12|1100334.63|50017574.48|1098770.15|49615126.81|1098003.31|49208148.34|48798857.34
92966512271|201809|0|0|0|0|0|NA|0|1|M|||||||||||||0
92966523209|201803|25|26|24|26|26|23|51|4||166564,67|4310044,37|266159,35|4303991,62|297173,89|4220562,55|175018,72|3976381,39|164685|3836884,82|340383,88|3877860,92|3718339,24
92966529653|201712|0|0|0|0|0|0|0|1|M|311000|12815440,53|277551|12392509,71|318680|16587949,94|363473|15781819,38|333108|14742010|321125|13863610,41|12891991,78
92966454122|201806|0|0|0|0|0|0|0|1|M|||||||||||||
92967501669|201712|72|100|128|161|192|221|38|1||0|5862146,17|0|5801319,04|0|5739429,13|0|5676458,35|0|5612387,57|0|5547197,66|5643206,12
92966466382|201712|0|26|0|0|0|0|0|1||16628|13513131,75|16358|13305345,92|16092|13088664,13|15836|12869064,53|15555|12646472,4|15271|12420869,93|12192240,85
92966499258|201806|0|0|0|0|0|0|0|2|F|0|61362404,24|0|60959838,27|0|60552262,38|0|60139614,2|0|59721830,62|0|59298847,72|58870600,8
92966459317|201712|0|0|0|0|0|0|0|1|F|55340|2829876,19|84387|3649759,8|86775|3932164,47|104426|3795871,4|99211|3733006,95|73607|2365945,27|4040267,88
92966476661|201712|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966511356|201806|0|0|0|0|0|0|0|1|M|773184,52|3492561,41|57856|4092619,26|61644|3739369,67|160766|4866891,67|54550|4107911,56|46634|4066402,23|4707335,23
92966526079|201806|0|0|0|0|0|0|10|4|M|17366|1191316|12242|709401|35844|2417888|471959,93|2620291|60778|2228541|63849|2758620|2575588
92966443703|201709|1|0|0|1|0|0|0|2||703415,49|20018010,83|1019247,18|19627485,6|1018640,57|18909659,5|1018032,98|18180801,77|1018218,23|17441537,15|1016797,54|16705355,18|15927070,43
92966467167|201806|54|0|0|0|22|0|22|2|F|||||||||||0|0|0
92966444142|201806|0|0|0|0|0|0|0|1|M|||||||||0|0|0|0|0
92966478585|201709|0|0|0|0|0|0|0|1|F|0|90184284,07|0|89810085,55|0|89432960,26|1141252,4|90194138,52|0|88669838,38|0|88329812,15|87894734,37
92967449893|201712|0|0|0|0|0|0|0|1||379374|10336500,05|389182,44|9809632,27|216963|10275597,27|238354|9828354,36|221198|9608071,51|505431,99|9719154,43|9963900,43
92967454516|201712|36|0|0|0|0|3|2|2|F|||||||||||||
92966464435|201806|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966456200|201809|0|2|0|0|0|NA|0|2|M|0|7660935.31|0|7562668.73|0|7463019.86|0|7361968.92|0|7259496.98|0|7155583.01|7050207.99
92966445369|201806|42|73|101|0|11|39|10|2|M|23292|600228,06|358624,35|945777,06|28393|1007219,06|154519,6|1029983,06|427797,34|1053571,06|21968|471179,65|809748,65
92967467369|201712|0|0|0|0|0|0|86|4||79002|34976717,92|563197,08|35423771,33|482306,86|35305346,13|967628,88|35752734,19|953315,41|35700084,96|688388,74|35396415,47|35843272,52
92966497257|201803|0|0|2|0|0|0|0|2|F|9927|59827|0|0|74320|103220|4541|1183231|60551|4540051|105820|4488914,32|4399981,62
92966468722|201803|0|0|10|0|0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0|0
92966447630|201806|0|NA|NA|NA|NA|NA|72|1|M|187205|8046557,7|188123|7897680,7|184421|7732101,7|170922|7592948,55|174424|7652727,55|169809|8164814,55|7993967,63
92966453533|201709|60|90|118|152|180|208|28|1||||||||||||||111133
92966506193|201806|0|0|0|0|0|0|0|1|M|||||||||||||
92966518193|201709|0|0|0|0|0|0|0|1|M|||||||||||||
92966468668|201709|60|90|118|152|180|208|28|4|F|||||||||||1038,39|1038,39|
92966470287|201709|0|0|9|43|71|8|10|2|F|||||||||||||
92966465777|201712|0|NA|NA|NA|NA|NA|9|1|F|0|16883,82|60309,82|3476971,82|75276|3492121,82|80227|3269248,82|72570|3003718,82|74556|2945716,82|2648999,82
92966512491|201806|0|22|50|83|NA|NA|51|1|M|||||||||||||
92966484409|201809|6|5|3|0|3|NA|3|1|F|0|7914032.75|0|7800357.54|0|7684842.81|0|7567458.04|0|7448173.14|0|7326958.01|7203780.8
92966513350|201803|39|9|7|0|9|37|34|2|M|0|26590198,38|0|26102520,83|0|25609308,51|0|24321089,97|0|23807663,07|0|23288410,4|22763265,74
92966481581|201709|0|0|0|0|0|0|22|3|F|0|7862278,57|0|7778316,18|0|7692962,82|0|7606194,72|0|7517989,83|0|7428322,81|7337170,36
92966468669|201712|0|27|0|0|0|0|0|1|F|99659|2929703,3|29220,41|1614900,41|101762,41|3325436,94|105997|3045406,03|107191|2999326,79|27144|2741421,08|3089655,08
92966486548|201709|0|0|0|0|0|0|0|1|F|65335|2405035,81|88139|4016364,65|90210|4154768,16|97597|4183947,75|181649|8581696,75|186831|8320672,24|7618754,75
92966472115|201709|21|20|0|0|0|18|19|8|F|0|6531550,1|0|6390855,69|0|6248187,09|0|6103517,02|0|5956817,21|0|5808058,37|5657212,23
92966525936|201803|5|6|4|36|6|3|3|1|M|0|72373581,91|2515742,2|73068543,35|2516620,09|71231775,3|0|66860487,79|2516445,28|67505086,89|2515848,36|65615305,72|63706594,22
92966525089|201712|0|0|0|0|0|0|0|1|M|||||||||||||
92966511678|201809|0|0|0|0|0|NA|0|3|M|0|147508551.2|0|147289929.81|0|147069399.08|0|146846941.88|0|146622542.09|0|146396182.57|146167846.2
92966512722|201709|42|61|28|0|28|56|10|4|M|||||||||||||
92966438653|201712|0|0|0|0|0|0|0|1|M|||||||||0|0|0|0|364
92966476292|201806|0|0|0|0|0|0|0|1|F|1066634,28|90934645,97|898634,28|90071362,76|698634,28|89074083,04|698634,28|88192710,91|578634,28|87182152,68|48333|86284632,17|85386824,33
92966513238|201803|0|14|0|0|0|0|8|1|M|26366|974709|23222|967073|23302|960116|50036,4|978976,4|23201|944742|24657|936792|905576,6
92966470407|201809|59|28|56|90|118|NA|26|3|F|521240.82|15663001.43|6004|14856873.98|527551.98|15083283.08|511232.48|14767515.67|5641|13958103.51|526084.64|14170290.69|13852579.09
92966522801|201803|0|0|0|0|0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0|0
92966443071|201803|0|0|0|0|0|0|0|1|M|0|0|0|0|0|0|0|0|0|0|0|0|0
92966469762|201806|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966448197|201803|0|0|0|0|0|0|0|1|M|0|94729677,77|0|93830075,98|0|91321622,12|0|90396894,82|0|89538002,11|0|88514816,1|87557209,41
92966450038|201809|118|148|176|210|238|NA|85|1||||||||||||||
92966449160|201806|0|0|0|0|0|0|0|1|M|||||||||||||
92966469219|201803|0|0|0|0|0|0|0|1|F|0|30304986,69|0|29869654,51|0|29427780,52|0|28979266,52|0|28524012,45|0|28061918,12|27592879,77
92966449163|201712|0|0|0|0|0|NA|0|1|M|||||||||||||33700000
92966449862|201709|NA|NA|NA|NA|NA|NA|0|1|M|0|30950796,47|0|30275464,22|0|29593470,94|0|28904750,94|0|28209237,85|0|27506864,7|26797563,8
92966486282|201803|2|0|0|0|0|0|0|1|F|0|4243096,53|24726,74|4158618,05|0|4023091,76|0|3910673,85|0|3796614,55|0|3680889,82|3563475,62
92966449832|201709|0|0|0|0|0|0|0|2|M|||||||||||0|0|0
92966448763|201809|0|0|0|0|0|NA|0|5|M|0|28504136.7|0|28773028.12|127484|29169403.55|8749014.97|29509136.11|0|20948814.28|0|21137507.41|21326200.55
92966448891|201712|104|0|NA|NA|NA|NA|70|4|M|||||||||||||0
92966478725|201806|0|0|9|42|72|100|43|2|F|23733|1017980,48|23488|1022495,22|25047|1016523,54|23510|972255,58|23581|1013721,51|21769|1015080,94|968367,9
92966452290|201709|0|0|0|0|0|0|0|1|M|||||||||||||
92966486362|201709|0|13|0|0|0|0|10|1|F|52235|1512962,58|34759,69|31429,23|34759,69|31429,23|0|880400|208804|16020763|7912788,97|16322449|14577318
92966455914|201709|0|0|9|14|42|0|10|1|M|159164|6611672,13|152516|6483037,59|147585|8349803,99|190312|8248713,36|214763|9067016,36|477670,6|9102407,34|8540496,34
92966475102|201803|0|0|0|0|0|0|0|1|F|146676|6555004,01|144610|6269928,01|148328|6520162,01|148839|6111099,01|143490|6456789,01|600562,01|6910116,01|6155829,01
92967387191|201709|88|118|146|180|208|236|56|1||||||||||||||0
92966487455|201809|0|0|0|0|0|NA|0|2|F|0|911305|0|0|0|0|0|999305|0|0|0|0|1011305
92967381050|201712|0|0|0|0|0|0|0|1|M|0|0|4906|514106|17308|1082068,19|47388|2460427,94|56478|2413767,87|60707|2556131,23|2492524,54
92966465319|201803|0|0|0|0|0|0|0|1|F|||||||||||||37800000
92966446957|201806|0|NA|NA|NA|NA|NA|0|1|M|||0|12084896,07|0|11964758,4|0|11842660,68|0|11718569,97|0|11592453,02|11464277,61
92967396272|201806|118|149|177|210|240|268|86|2|M|335443|10254203,67|122220|9846795,25|336421|10075276,25|337169|9969440,71|666799,39|10193599,05|1014631,45|10436732,05|10686069,05
92967489587|201803|0|0|0|0|0|0|0|1||36619|1511159,73|124615,56|1546495,73|38110|1407255,26|130009,24|1440174,26|227165,11|1474563,26|323547,97|1509745,26|1543701,26
92967388658|201712|0|0|0|0|0|0|57|3|F|42599|1338278,38|17567|1272145,73|48233|1412811,73|77799|1341864,21|18683|1305774,91|49228|1341319,91|1343622,49
92966487274|201712|0|0|0|0|0|0|0|1||||||||||||0|0|0
92966468572|201809|0|0|0|0|0|NA|8|1|F|||||||||||||
92966449837|201803|0|0|0|0|0|0|0|1||51357|2645531,66|42578|2299047,27|39202|1983379,27|45707|3375228,29|54594|3046628,27|50568|2732190,27|2507236,27
92966452599|201712|0|0|0|0|0|22|0|1|M|||||||||||||
92966476616|201806|0|14|0|0|11|0|0|1|F|206862|9131854,1|175213|7022455,1|1067217,11|7354271,1|19030|6264613,1|164713|6473655,1|143399|5973926,1|3510743,1
92966486352|201709|42|0|0|0|9|37|10|1|F|67930|2108128,91|38807,88|3245360,79|63258|3004585,79|82799|2355798,79|653522,16|3160700,79|64271|3361287,04|2844889,04
92967467799|201712|NA|NA|NA|NA|NA|NA|59|1|F|0|25700470,6|475819,99|25985169,4|0|25333543,23|0|25121218,48|0|24924168,09|0|24725100,56|24069787,3
92966529905|201809|0|0|0|0|0|NA|2|2|M|0|168354807.72|0|167602828.84|0|166844854|0|166080836.15|0|165310727.21|0|164534479.12|163752041.82
92966509791|201809|0|0|0|0|0|NA|0|1|M|0|10662876.88|284478.58|10826172.77|0|10418741.92|0|10293994.03|0|10167424.49|76373.15|10115380.4|9908715.28
92966512282|201712|0|0|0|0|20|0|0|1|M|0|17560628,79|0|17384250,66|0|17275916,93|0|17230206,95|0|17115662,04|0|16965884,38|16784277,12
92966455094|201806|0|10|0|0|9|0|8|1|M|1391786,67|56566627,89|2798319,12|57236320|0|53693126,45|0|52940130,62|1392591,01|53571515,05|1392689,5|52802107,92|50631522,08
92967425259|201806|4|4|0|0|3|1|2|1||||||||||||||
92966476859|201709|12|13|41|75|103|131|10|4|F|63274|3015327,97|61063|2829890,97|54004|2638494,97|53352|2465446,97|50011|2303737,97|300375,42|2362565,97|1967586,97
92966512515|201806|4|4|1|4|3|1|2|3||269428,75|20217317,11|269865,65|20168465,27|270103,57|20089884,42|270157,28|20013072,51|270395,21|19946330,11|270395,34|19865567,31|19795176,1
92966484426|201806|44|75|103|136|44|72|12|3|F|||||||||||||
92966447237|201803|0|0|0|13|0|0|8|2|M|18022|851782|19599|839495|1754|948691|22451|969388|21131|960519|22930|951406|941233
92966490325|201712|0|0|0|0|0|0|0|1||19067|709446,81|13826|523272,81|9348|392223,81|8854|361077,81|7525|188327,81|3811|142138,81|601417
92966487468|201712|0|0|0|0|0|0|0|1||||||||||||0|0|0
92966451795|201712|NA|NA|NA|NA|NA|NA|70|3||2810|605184|73218,77|1138447|37698|1089359,23|25451|1073946|25802|1057994|26796|1124506|1109959
92966484411|201809|0|0|0|0|0|NA|0|1|F|0|7693241.54|0|7546426.97|0|7398076.73|0|7248174.73|0|7096704.77|0|6943650.43|6788995.14
92966460950|201803|103|134|163|195|226|254|70|1|F|67536|8131773|70223|7711618|62383|7370035|55265|6962800|0|0|0|0|0
92966461773|201809|0|3|1|4|1|NA|1|4|F|||||||41650|40116332.22|939796.1|40715545.04|897518.67|40370150.74|40064687.6
92966494381|201709|0|13|0|0|0|8|10|1|F|59288,13|983895,68|22424|924344,28|20112|1000487,92|22249|927715,68|21101|905354,63|50532,2|892849,49|826810,67
92966512270|201806|0|0|0|0|0|0|10|1|M|157986|2563685,17|40300|2503205,17|98547|2506452,17|53613|2379565,17|89548|8079712,17|159635|10677230,73|8592836,17
92967462230|201709|0|0|0|0|0|0|0|2|M|||||||||||||0
92966453831|201712|0|0|8|0|14|0|0|1|M|||||||||||||
92966446954|201806|73|104|132|165|195|223|41|2||0|32002753|0|32336064|0|32669375|0|33002686|0|33335997|0|22063675|22281728
92966456146|201709|0|0|0|NA|NA|NA|0|1|M|||||||||0|0|0|0|0
92966457810|201709|0|0|0|0|0|0|9|1|F|0|83660479,58|0|83205912,86|0|82746693,05|0|82282773,91|0|81814102,9|0|81340636,52|80862324,01
92966456193|201712|0|0|0|0|NA|NA|9|1|M|36626|36626|0|0|0|0|38869|38869|513|171|513|171|39126
92966476611|201803|0|0|0|0|0|0|0|1|F|||||0|5049860,12|0|4941514,83|0|4831628,92|0|4720177,55|4607138,51
92966452484|201806|0|0|0|0|0|0|28|1|M|||0|0|0|0|0|0|0|0|0|0|0
92966453731|201803|0|0|0|0|0|9|8|1||38061|1524728,05|59378,13|1618113,18|38630|1462162,47|109065,95|1496027,47|35568|1351841,47|31335|1313176,47|1275842,47
92966467351|201803|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966450740|201806|60|91|119|0|0|24|28|1||5596|749044,53|8600,47|752049|204831,15|763229|14928|379965|223359,65|386634|175785|161215|166068
92966450775|201709|0|0|0|0|0|0|0|1|M|||||||||||||
92967385532|201709|0|0|0|0|0|0|0|1||||||||0|14845335,99|0|14688315,16|0|14528901,59|14367058,83
92966438284|201709|0|0|0|0|0|0|0|1|F|2028684|4130102|200887|2445513|0|887088|0|982513|0|2041924|1030021|3306142|2218077
92966523247|201806|NA|NA|NA|NA|NA|NA|7|1|M|0|6327072,91|0|5865363,27|520012,91|5919634,01|0|4929811,24|0|4455897,98|0|3977845,64|3495617,76
92966467367|201712|0|0|0|0|0|0|0|1|F|858339,51|11120961,26|858339,51|10844478,57|858339,51|10564132,48|858339,51|10279867,99|858339,51|9991629,26|858339,51|9699359,68|9403001,84
92966445669|201712|104|132|160|NA|NA|NA|70|5|M|0|0|0|0|153512|9174512|219178|9552890|1145812,28|9776577|216903|8175019,4|7385453,4
92967509108|201709|0|0|0|0|0|0|0|1|F|25864|693441,37|24803|700771,37|24390|1009033,34|20689|837992,1|21135|949247|29299|1400713,6|1609368,6
92966497217|201712|12|9|9|11|12|10|9|1|F|404207,62|26752043,86|451256,57|26566543,93|441017,97|26321903,18|251121,64|25895735,77|440489,11|25846949,17|450969,58|25617376,53|25375156,61
92966473459|201712|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966480427|201803|4|5|3|5|5|2|2|3||||||||||||||39093523,63
92966487334|201806|0|NA|NA|NA|NA|NA|0|1|F|0|98251149,17|0|97098807,81|0|95931708,23|0|94749660,47|0|93552473,54|0|92339953,46|91111904,23
92966497049|201806|46|47|0|16|15|13|14|1|F|0|41625387,28|0|41247923,14|0|40866736,53|0|40481790,24|0|40093047,08|0|39700469,86|39304020,38
92966487453|201806|0|14|0|0|0|0|10|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966447139|201712|53|81|109|142|173|202|19|8|M|0|36012720,56|0|35499841,5|0|34980692,05|0|34455195,2|987518,69|34910791,94|0|33384847,21|33458052,37
92967459570|201709|0|19|0|20|0|17|18|1||0|4840003,5|0|4697771,27|0|4553084,1|0|4405898,51|0|4256172,01|0|4103861,11|3948921,3
92966471105|201806|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|613305|0|0|0|0|0
92967453697|201709|75|105|133|167|195|223|43|2||||||||||||||
92966512189|201803|0|0|0|0|0|1|0|1|M|47769|2869417,43|51891|3417279,36|54365|3291303,16|57034|3418134,25|2621|2621|0|0|0
92966510720|201712|67|0|0|0|0|4|64|3||0|173245951,8|1869519,93|174551508,9|1868278,16|173982506,5|1876581,17|173419220,8|1876416,23|172843612,9|1876250,89|172264124,4|171680042,5
92966474801|201709|0|0|0|0|0|0|0|1|F|0|23959674,98|0|23483912,07|0|23004044,12|0|22520035,71|0|22031851,12|0|21539454,31|21042808,93
92966476355|201806|0|0|0|0|0|0|10|1|F|38964|1786930,65|48281|1873965,65|43159|1580967,12|40790|1656304,91|41318|1599244,97|47236|3080028,97|3081047
92966486995|201712|0|0|0|0|0|0|0|1|F|0|0|0|0|0|0|0|0|0|0|0|0|0
92966468433|201809|0|0|0|0|0|NA|0|2||0|3781451|0|3781476|0|3831472|0|3711024|0|3789254|0|3710278|8083182
